"year","period","new.numb","meanlat","meanlong","area.ha","n.samp","catch","meannperha","sd.dens","larvpe","ptran","tranpe","pbig","bigpe"
2011,1,44,46.4947475,-84.29865875,17.9203673876,8,1,3739.27119883263,10576.2560855604,67009.1136449523,0.97764477197713,65511.1096298089,1,67009.1136449523
2011,1,22,46.5034271979078,-84.32667438411,15.0406207007,9,2,2911.47189649657,8734.41568948972,43790.3444759526,0.128911426630507,5645.07577903641,1,43790.3444759526
2011,1,151,46.490162597217,-84.298345409349,14.0208543809,10,11,7869.66790666131,17983.0222742344,110339.46774534,0.294688856122383,32515.8115350269,0.312979027950461,34533.9393595079
2011,1,111,46.4989960256415,-84.3114155128208,18.1841655738,13,1,1109.82206596704,4001.52036548554,20181.1882050014,0.219609360282754,4431.97783144623,1,20181.1882050014
2011,1,38,46.5382891666687,-84.2025093749988,9.84898174676,8,1,1515.94724693724,4287.74631292161,14930.536764136,0.0296336889823458,442.446882807885,1,14930.536764136
2011,1,112,46.5005656415136,-84.3177512043936,17.0811833756,11,2,1346.7501445782,3086.40112450937,23004.086180656,0.00274554764823191,63.1588147130244,0.611724286374831,14072.1582025669
2011,1,154,46.4871437435229,-84.29760394945,9.22054492706,7,4,4412.7101502185,11674.9336652886,40687.5921901834,0.00120092095189397,48.8625819433087,0,0
2011,1,422,46.5316458333325,-84.2254758333337,16.0112456189,8,1,973.019830997997,2752.11568291069,15579.2595061695,0.000317312791011011,4.94349831578747,0,0
2011,1,131,46.516014,-84.242033666668,11.6441116556,5,1,1319.12059646931,2949.64332422545,15359.9875124904,3.29513616411231e-05,0.506132503327205,0,0
2011,1,34,46.4959506014867,-84.3228741380133,17.0849264646,12,2,898.196518792447,2098.33753299029,15345.6214743287,1.69851784848514e-06,0.0260648119702442,0,0
2011,1,171,46.46090120275,-84.2791291480425,7.10892429768,4,1,1774.42125672267,3548.84251344533,12614.2263862356,0.00014378275870631,1.81370826875889,0,0
2011,1,532,46.530106000002,-84.232807,9.28996348686,5,1,1319.12059646931,2949.64332422545,12254.5821759649,6.10374650101792e-05,0.747988630779823,0,0
2011,1,4002,46.4471862759089,-84.2659221745,14.1261004503,9,1,647.723622805565,1943.1708684167,9149.80895978365,4.44222066965562e-06,0.0406454704845511,0,0
2011,1,8,46.494582999999,-84.287183666667,14.4915342642,10,1,547.519519701787,1731.40874565908,7934.39788007678,1.49466550419886e-06,0.0118592708079394,0,0
2011,1,30,46.5320502534529,-84.1447084500714,7.73275893575,7,1,827.188528164537,2188.53513288891,6396.44948271421,3.42096364522381e-06,0.021882021138876,0,0
2011,1,27,46.51046833333,-84.34384,4.32900875487,1,0,0,,0,,0,,0
2011,1,25,46.51801301417,-84.11368648283,2.6143556753,1,0,0,,0,,0,,0
2011,1,1,46.48156643567,-84.301554447,2.29136522759,1,0,0,,0,,0,,0
2011,1,16,46.520701232,-84.121830797,1.22903188719,1,0,0,,0,,0,,0
2011,1,32,46.437471841415,-84.256959327415,15.8548800166,2,0,0,0,0,,0,,0
2011,1,3,46.509326666665,-84.342885,3.53626582652,2,0,0,0,0,,0,,0
2011,1,2,46.49376,-84.2750575,2.8166927285,2,0,0,0,0,,0,,0
2011,1,5,46.49173875,-84.2840891666675,6.32677310875,4,0,0,0,0,,0,,0
2011,1,37,46.531806848068,-84.137973685966,7.93582516221,5,0,0,0,0,,0,,0
2011,1,172,46.464120823134,-84.2817163269,6.91079272485,5,0,0,0,0,,0,,0
2011,1,9,46.52740008664,-84.1154623404717,12.5262470295,6,0,0,0,0,,0,,0
2011,1,531,46.5246288888883,-84.2372497222217,10.9565905143,6,0,0,0,0,,0,,0
2011,1,367,46.513508055555,-84.2460525,10.6434890394,6,0,0,0,0,,0,,0
2011,1,21,46.493470555555,-84.2793808333333,10.5331187206,6,0,0,0,0,,0,,0
2011,1,7,46.497674444445,-84.3052747222217,9.39663101255,6,0,0,0,0,,0,,0
2011,1,423,46.5319638888883,-84.2225200000017,9.30179502284,6,0,0,0,0,,0,,0
2011,1,362,46.5005427777767,-84.25613777778,8.30113420816,6,0,0,0,0,,0,,0
2011,1,40,46.43981902538,-84.2572734070714,15.3234342785,7,0,0,0,0,,0,,0
2011,1,366,46.5103878571429,-84.24725,12.4830503335,7,0,0,0,0,,0,,0
2011,1,18,46.5229201837143,-84.1096286555243,11.8107726292,7,0,0,0,0,,0,,0
2011,1,361,46.4985207142857,-84.25888952381,10.8577082945,7,0,0,0,0,,0,,0
2011,1,153,46.4906493810243,-84.2886100895486,10.8153694246,7,0,0,0,0,,0,,0
2011,1,12,46.5093275,-84.2442352083337,15.8965223301,8,0,0,0,0,,0,,0
2011,1,363,46.5032491666663,-84.2535635416663,14.3973381906,8,0,0,0,0,,0,,0
2011,1,19,46.4557682223325,-84.2745647222088,14.2607078187,8,0,0,0,0,,0,,0
2011,1,365,46.5080335416675,-84.2493654166675,14.2393451991,8,0,0,0,0,,0,,0
2011,1,45,46.5195329166675,-84.2414597916675,13.5340058586,8,0,0,0,0,,0,,0
2011,1,4003,46.4438957801237,-84.2620358188537,12.8782208766,8,0,0,0,0,,0,,0
2011,1,156,46.486672955915,-84.288947601145,11.6789810861,8,0,0,0,0,,0,,0
2011,1,152,46.4902565613333,-84.2930495675189,14.5476265656,9,0,0,0,0,,0,,0
2011,1,364,46.5060920370367,-84.2511301851844,14.3311514181,9,0,0,0,0,,0,,0
2011,1,4001,46.4504878330556,-84.2694746283322,14.283119466,9,0,0,0,0,,0,,0
2011,1,43,46.5298891562767,-84.186349842,13.9499898225,9,0,0,0,0,,0,,0
2011,1,132,46.5174816666689,-84.2385301851844,12.9645539405,9,0,0,0,0,,0,,0
2011,1,6,46.4636919324622,-84.2868016767956,12.5434600281,9,0,0,0,0,,0,,0
2011,1,20,46.497081166666,-84.271343166665,13.6268656717,10,0,0,0,0,,0,,0
2011,1,421,46.5323425,-84.229341166664,12.095131876,10,0,0,0,0,,0,,0
2011,1,24,46.5286967617718,-84.1274195431664,18.6177090826,11,0,0,0,0,,0,,0
2011,1,39,46.4693834267727,-84.2903682574082,15.8678816724,11,0,0,0,0,,0,,0
2011,1,155,46.4863239035842,-84.2932576194158,17.2156889419,12,0,0,0,0,,0,,0
2011,1,14,46.4501134956745,-84.2638474985835,27.6205262427,20,0,0,0,0,,0,,0
2012,1,361,46.4981899999983,-84.25943138889,10.8577082945,6,2,4669.80863165,11438.648343987,50703.419913594,0.439350196165088,22276.5574852783,1,50703.419913594
2012,1,37,46.531682247585,-84.1391995661117,7.93582516221,6,1,2658.17700531179,6511.17730901333,21094.8279643613,0.461615175281425,9737.69270830015,1,21094.8279643613
2012,1,21,46.4935068296311,-84.2789658299267,10.5331187206,9,3,3742.64088155755,6793.30847496345,39421.6807340167,0.50781439634329,20018.8970047826,0.59549109895473,23475.2599829421
2012,1,6,46.4640660178343,-84.28721425912,12.5434600281,7,2,1636.15452160502,4328.85797064075,20523.0388415477,1.0523504188853e-05,0.21597428521702,0,0
2012,1,351,46.3574943006038,-84.2121561521263,11.0428502462,8,2,1454.6980411802,2698.72540663398,16064.0126221934,2.11235437042993e-05,0.339328872691318,0,0
2012,1,33,46.3899088976893,-84.2262186902773,25.0789282968,15,4,1426.83884179563,5526.12307199635,35783.5890044817,1.42200074150086e-06,0.050884290097935,0,0
2012,1,151,46.489982939317,-84.298558455533,14.0208543809,10,2,1376.08492819924,2952.6409357887,19293.8863940327,0.000937852066831046,18.094811231847,0,0
2012,1,152,46.4899701237,-84.293235453017,14.5476265656,10,2,1151.18360179447,2427.49987250998,16746.9891473483,7.63471169416878e-06,0.127858433885378,0,0
2012,1,4002,46.447366292666,-84.265950082767,14.1261004503,10,2,1095.11124513912,3463.04582590262,15469.6514530883,1.98107777257242e-06,0.030646582643156,0,0
2012,1,4001,46.4507713195425,-84.2693178502287,14.283119466,8,1,738.830383852407,2089.72789827479,10552.8026376746,1.6334491732721e-05,0.172374667442132,0,0
2012,1,232,46.3538406246289,-84.2149922287222,19.8396674039,9,1,661.402575086317,1984.20772525895,13122.0071097955,2.12107302502288e-05,0.278327353147457,0,0
2012,1,112,46.5007459722242,-84.317355555555,17.0811833756,12,1,489.134448868003,1694.41143434316,8354.9952164374,1.08807625973804e-05,0.0909087194523039,0,0
2012,1,3,46.50896166667,-84.34315333333,3.53626582652,1,0,0,,0,,0,,0
2012,1,2,46.493835,-84.27459333333,2.8166927285,1,0,0,,0,,0,,0
2012,1,25,46.51794,-84.11316166667,2.6143556753,1,0,0,,0,,0,,0
2012,1,10,46.311645,-84.12252166667,1.58389733447,1,0,0,,0,,0,,0
2012,1,27,46.510063333335,-84.3440225,4.32900875487,2,0,0,0,0,,0,,0
2012,1,31,46.522475833335,-84.23423166667,3.44404218146,2,0,0,0,0,,0,,0
2012,1,1,46.48165909725,-84.3009605865,2.29136522759,2,0,0,0,0,,0,,0
2012,1,16,46.520903333335,-84.121965833335,1.22903188719,2,0,0,0,0,,0,,0
2012,1,367,46.51437388889,-84.2465427777767,10.6434890394,3,0,0,0,0,,0,,0
2012,1,131,46.51542875,-84.2418895833325,11.6441116556,4,0,0,0,0,,0,,0
2012,1,423,46.5327916666675,-84.2223824999975,9.30179502284,4,0,0,0,0,,0,,0
2012,1,171,46.461099094875,-84.2792671934575,7.10892429768,4,0,0,0,0,,0,,0
2012,1,172,46.4645032956225,-84.28243914975,6.91079272485,4,0,0,0,0,,0,,0
2012,1,5,46.49185741504,-84.28381568529,6.32677310875,4,0,0,0,0,,0,,0
2012,1,153,46.490442426432,-84.288502716834,10.8153694246,5,0,0,0,0,,0,,0
2012,1,154,46.4870403722,-84.296729798134,9.22054492706,5,0,0,0,0,,0,,0
2012,1,30,46.532209666666,-84.144135,7.73275893575,5,0,0,0,0,,0,,0
2012,1,45,46.51912888889,-84.241964444445,13.5340058586,6,0,0,0,0,,0,,0
2012,1,18,46.5237300080833,-84.1099973960283,11.8107726292,6,0,0,0,0,,0,,0
2012,1,38,46.5384572222217,-84.2026816666667,9.84898174676,6,0,0,0,0,,0,,0
2012,1,7,46.4979563888883,-84.3057627777767,9.39663101255,6,0,0,0,0,,0,,0
